Tag,chronology,chronology_status,chronology_notes,Quadrat,DBH,Latin,Date_Collected,Date_Mounted,Date_First_Measured,number_of_rings,Duplicate,Notes
40586,QUPR,rejected,incorrectly mounted,408,131.2,Quercus prinus,3/7/2011,3/10/2011,3/30/2011,85,0,"3/30/11, JM: 84 rings, 2009-1926. First piece of core mounted incorrectly. Assume there are no rings; 8/3/11, JM: Measured, and remeasured, and REMEASURED, and still cannot get a strong correlation."
40649,QURU,included,,409,581.7,Quercus rubra,6/25/2010,7/14/2010,10/18/2010,88,0,"10/19/10, JM: 88 rings, 2009-1922."
40662,CACO,NA,core not measured,409,161.2,Carya cordiformis,10/25/2010,10/27/2010,,,0,"10/25/10, CL: rotten core; 10/29/10, JM: Tree re-cored, original mounted incorrectly."
40717,QUAL,rejected,"incorrectly mounted ring, re-measured twice, no improvement in correlation",410,244,Quercus alba,10/25/2010,10/27/2010,11/3/2010,97,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/3/10, JM: I can't find it, but I suspect that there is a missing ring in the 10 years closest to the bark. Specifically, 1980 ring is very large, followed by a thin 1981 ring; 11/12/10, JM: re-measured, still cannot find missing ring, and still no improvement in correlation."
40853,FRAM,included,low correlation,411,427.1,Fraxinus americana,6/25/2010,7/14/2010,1/21/2011,70,0,"6/25/10, JM: largest trunk in a three trunk tree. Hit a rotten part of stem, only retrieved front section of core."
40873,FAGR,included,,412,306.8,Fagus grandifolia,10/25/2010,10/27/2010,11/18/2010,90,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/18/10, JM: 90 rings, 2009-1920."
40889,FAGR,included,,413,130.1,Fagus grandifolia,3/7/2011,3/10/2011,4/7/2011,48,0,"4/7/11, JM: 48 rings, 2009-1962."
40952,CACO,NA,core not measured,414,605,Carya cordiformis,6/29/2010,7/14/2010,,,0,
40969,TIAM,included,,415,471,Tilia americana,6/29/2010,7/14/2010,2/23/2011,71,0,"6/29/10, JM: tree has two stems, took core from larger stem; 2/23/11, JM: 71 rings, 2009-1939."
42001,ACRU,included,,417,368.5,Acer rubrum,10/19/2010,10/26/2010,12/30/2010,81,0,"10/29/10, JM: Re-cored tree, original mounted incorrectl; 12/30/10, JM: 81 rings, 2009-1929."
42087,TIAM,included,,419,162.8,Tilia americana,8/2/2010,8/5/2010,1/6/2011,56,1,"Tree cored twice; 1/6/11, JM: 56 rings, 2009-1954."
42092,QURU,included,,420,413.7,Quercus rubra,6/29/2010,7/14/2010,10/19/2010,90,0,"10/19/10, JM: 90 rings, 2009-1920."
42109,CATO,NA,core not measured,420,176.9,Carya tomentosa,6/29/2010,7/14/2010,,,0,
42207,QUVE,included,,423,213.2,Quercus velutina,6/29/2010,7/14/2010,10/19/2010,83,0,"10/19/10, JM: 83 rings, 2009-1923."
42248,QUVE,included,,424,786.7,Quercus velutina,6/29/2010,7/14/2010,10/18/2010,92,0,"10/18/10, JM: 92 rings, 2009-1918."
42283,QUVE,included,,425,471.1,Quercus velutina,8/2/2010,8/10/2010,10/5/2010,90,1,"10/5/10, JM: 90 rings, 2009-1920; 10/20/10, JM: Tree cored twice. "
42287,LITU,included,"false ring identified at 90', fixed and remeasured",425,252,Liriodendron tulipifera,7/6/2010,7/14/2010,11/4/2010,83,0,"11/4/10, JM: 83 rings, 2009-1927. Many of the first rings were difficult to distinguish- core was perhaps twisted?"
42304,QUVE,included,,425,355.8,Quercus velutina,7/6/2010,7/14/2010,10/20/2010,92,0,"10/20/10, JM: 92 rings, 2009-1918."
42362,QUAL,included,,427,343.1,Quercus alba,7/6/2010,7/14/2010,9/17/2010,88,0,"9/17/10, JM: 88 rings, 2009-1922. Potentially the core missing front piece; 11/9/10, JM: re-measured, same ring count, and there are no areas where he rings may be off. Although there is a potentially higher correlation at +7 for 1979-1922, the current correlation, at .35 is fairly high, and common for these QUAL series."
42382,CATO,NA,core not measured,427,182,Carya tomentosa,7/6/2010,7/14/2010,,,0,
42383,CAGL,NA,core not measured,427,204.3,Carya glabra,7/6/2010,7/14/2010,,,0,
42389,QUPR,included,"added +1, final year is 2010 not 2009 (it is a partial ring)",428,369.5,Quercus prinus,7/6/2010,7/14/2010,10/20/2010,134,0,"10/20/10, JM: 136 rings, 2009-1874; 11/15/10, JM: 134 rings, 2009-1876. A couple of rings along scars/densely packed rings I believe are now false. Improved correlation by re-measuring core, but still off."
42393,CAOVL,NA,core not measured,428,402.7,Carya ovalis,7/6/2010,7/14/2010,,,0,
42395,CATO,NA,core not measured,428,167,Carya tomentosa,10/19/2010,10/26/2010,,,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly."
42544,LITU,included,,430,308.5,Liriodendron tulipifera,7/6/2010,7/14/2010,11/10/2010,56,0,"11/10/10, JM: 56 rings, 2009-1954. The section of core starting at ring 60 is flipped upside down, but I believe the rings are still going in the correct direction."
42566,CAOVL,NA,core not measured,431,490,Carya ovalis,7/6/2010,7/14/2010,,,0,
42588,CAOVL,NA,core not measured,432,375,Carya ovalis,7/6/2010,7/14/2010,,,0,
42590,CAOVL,NA,core not measured,432,150.5,Carya ovalis,7/6/2010,7/14/2010,,,0,
50046,QURU,included,,501,258.3,Quercus rubra,8/9/2010,8/25/2010,10/5/2010,66,0,"10/5/10, JM: 66 rings, 2009-1944."
50172,CAOVL,NA,core not measured,503,236.7,Carya ovalis,6/23/2010,7/14/2010,,,0,
50206,CATO,NA,core not measured,502,256.9,Carya tomentosa,6/23/2010,7/14/2010,,,0,
50234,QUAL,included,low correlation,504,261.3,Quercus alba,6/15/2010,6/28/2010,9/10/2010,87,0,"9/10/10, JM: 84 rings, 2009-1926. There is a crack in ring 1, I don't believe there are any rings within that crack; 10/28/10, JM: Re-measured. 87 rings, 2009-1923. Correlation improved, but not by much- there is something off in the first 10 years. There may be missing rings- the first piece of wood is broken, may have lost rings."
50244,CAGL,included,"(-1, last year measured is actually 2008, suppressed growth",504,244,Carya glabra,6/15/2010,7/1/2010,10/1/2010,86,0,"10/1/10, JM: 86 rings, 2009-1924."
50246,CAGL,included,"good match at -4, possibly did not include latest years, or missing rings",504,250.9,Carya glabra,6/15/2010,6/30/2010,9/29/2010,105,0,"9/29/10, JM: 105 rings, 2009-1905."
50262,CAOVL,included,"measured 2010 as well, +1",505,164.4,Carya ovalis,6/15/2010,6/28/2010,9/30/2010,71,0,"9/30/10, JM: 71 rings, 2009-1939."
50267,CATO,NA,core not measured,504,440.3,Carya tomentosa,6/15/2010,6/28/2010,,,0,
50274,QURU,included,,505,506.2,Quercus rubra,6/14/2010,6/18/2010,8/13/2010,80,0,"8/13/10, JM: 80 rings, 2009-1930."
50281,LITU,included,,505,136.3,Liriodendron tulipifera,3/7/2011,3/10/2011,4/7/2011,55,0,"4/7/11, JM: 55 rings, 2009-1955."
50299,FAGR,included,,506,176.5,Fagus grandifolia,6/14/2010,7/11/2010,9/10/2010,46,0,"9/10/10, JM: 46 rings, 2009-1964."
50300,NYSY,NA,core not measured,506,173.2,Nyssa sylvatica,6/14/2010,6/22/2010,,,0,
50301,FAGR,included,,505,103,Fagus grandifolia,3/7/2011,3/10/2011,3/28/2011,52,0,"3/28/11, JM: 51 rings, 2010-1960; 6/7/11, JM: 52 rings, 2010-1961. Based on crossdating and the broken front of core, added two ""0"" rings to the beginning, greatly improving correlation."
50314,QUAL,included,,505,417.2,Quercus alba,6/14/2010,7/1/2010,9/10/2010,134,0,"9/10/10, JM: 134 rings, 2009-1876; 10/28/10, JM: Re-measured. 135 rings, 2009-1875. Still off by -2 according to COFECHA, but now have a correlation of .41; 11/9/10, JM: Re-measured, again. 134 rings, 2009-1876. Fantastic correlation. Woo-hoo!"
50322,QUAL,included,,506,496.4,Quercus alba,6/14/2010,6/18/2010,9/10/2010,128,0,"9/10/10, JM: 129 rings, 2009-1881; 11/9/10, JM: 128 rings, 2009-1882. Re-measured core, removed a false ring, improved correlation. Still a B marker, but ignoring, because of the irregularly small rings that grew around 1910."
50323,QUPR,included,,506,543,Quercus prinus,6/14/2010,7/1/2010,9/7/2010,67,0,"9/7/10, JM: 67 rings, 2009-1943."
50330,FAGR,included,,506,146.2,Fagus grandifolia,3/7/2011,3/10/2011,4/5/2011,52,0,"4/5/11, JM: 52 rings, 2009-1958."
50336,CAOVL,included,,506,330.3,Carya ovalis,6/14/2010,6/24/2010,9/28/2010,117,0,"9/28/10, JM: 117 rings, 2009-1893."
50339,CATO,NA,core not measured,506,178.9,Carya tomentosa,6/14/2010,6/21/2010,,,0,
50340,FAGR,included,,506,152.7,Fagus grandifolia,6/14/2010,6/21/2010,9/1/2010,66,0,"9/1/10, JM: 76 rings, 2009-1944."
50356,CAOVL,NA,core not measured,507,387.8,Carya ovalis,8/4/2010,8/10/2010,,,1,"9/29/10, JM: Cored twice."
50367,QUPR,included,,508,189.3,Quercus prinus,6/16/2010,6/18/2010,9/10/2010,83,0,"9/10/10, JM: 83 rings, 2009-1927."
50404,QUVE,included,,506,237.2,Quercus velutina,6/14/2010,7/1/2010,8/18/2010,87,0,"6/14/10, JM: rotted center in tree, bored as deep as possible; 8/18/10, JM: 87 rings, 2009-1923. Borer reached and went beyond center. Hooray!; 12/14/10, JM: Last 40 years correlating poorly, re-measured those years, but correlation did not improve."
50406,LITU,included,,506,324.2,Liriodendron tulipifera,6/14/2010,6/21/2010,8/23/2010,71,0,"8/23/10, JM: 71 rings, 2009-1939."
50415,NYSY,included,missing newest years,506,155,Nyssa sylvatica,6/14/2010,6/18/2010,10/4/2010,83,0,"10/4/10, JM: 83 rings, 2009-1927. Last ring counted may not be the last ring to the center, looks like I am missing a chunk."
50416,NYSY,included,,506,432.9,Nyssa sylvatica,6/14/2010,6/28/2010,10/5/2010,248,0,"10/5/10, JM: 248 rings, 2009-1762."
50426,QUAL,included,,507,317,Quercus alba,6/16/2010,7/1/2010,9/10/2010,138,0,"9/10/10, JM: 137 rings, 2009-1873; 11/9/10, JM: 138 rings, 2009-1972. Re-measured core. Although cofecha is still suggesting changes, they are all minor improvements on correlation."
50433,FAGR,included,shifted -3,507,127.2,Fagus grandifolia,3/7/2011,3/10/2011,3/30/2011,47,0,"3/30/11, JM: 48 rings, 2009-1962; 6/8/11, JM: 47 rings, 2009-1963. Might be missing rings at the beginning of the core, but too far off to make add ""0"" rings. Re-measured, slightly improved correlation."
50434,QUPR,included,,507,122,Quercus prinus,3/8/2011,3/10/2011,4/4/2011,78,0,"4/4/11, JM: 78 rings, 2009-1932."
50442,CAOVL,included,"best match at -1, did not measure 2009",507,399.9,Carya ovalis,6/16/2010,6/21/2010,9/29/2010,110,0,"9/29/10, JM: 110 rings, 2009-1900."
50455,QUAL,included,low correlation,508,318.1,Quercus alba,6/16/2010,6/23/2010,9/10/2010,85,0,"9/10/10, JM: 85 rings, 2009-1925; 11/01/10, JM: re-measured core, improved correlation, but not markedly- there is a narrow 1979 (not 1980) ring, which makes me think there may be a false ring, but I can't find it. "
50474,LITU,rejected," Ring is missing, cannot be adjusted. Notes also mention ring is in poor condition",509,317.6,Liriodendron tulipifera,6/25/2010,7/14/2010,11/10/2010,87,0,"11/10/10, JM: 87 rings, 2009-1923. First 3 rings are on part of a poorly-pieced together, twisted core, and so there may be more rings than the 3 observed. Based on marker years, I'm missing one ring; 12/8/10, JM: think the second piece of core mounted in the wrong direction. Also, only two rings in the first piece. markedly improved correlation."
50483,QUPR,included,low correlation,510,422.7,Quercus prinus,8/10/2010,8/26/2010,10/6/2010,81,0,"10/6/10, JM: 81 rings, 2009-1929."
50499,QURU,included,,511,609.9,Quercus rubra,6/25/2010,7/14/2010,10/20/2010,88,0,"10/20/10, JM: 88 rings, 2009-1922."
50506,QURU,included,"(-1), final year is 2008 not 2009 (final ring appears to be missing)",510,281,Quercus rubra,6/25/2010,7/14/2010,10/21/2010,41,0,"6/25/10, JM: very crumbly core. Tree rotted near front (bark end), tried coring twice with same result. Lost part of the front of core, may be out of order? 10/21/10, JM: 40 rings, 2009-1970. First 6 rings on a rotted and/or twisted piece of core, difficult to distinguish ring boundaries. False ring in 40- no vessel pores and the narrow ring band is incomplete; 12/16/10, JM: 41 rings, 2009-1969. Considering the state of the core, the twisted piece in front, and the high correlation with -1 shift, added a 0 ring to the bark edge."
50517,QUAL,included,"very low correlation, very slow growth, rings are exceptionally narrow in most recent years and very wide in the beginning. ",511,167.3,Quercus alba,6/25/2010,7/14/2010,10/12/2010,96,0,"10/12/10, JM: 95 rings, 2009-1915; 11/9/10, JM: 96 rings, 2009-1914. Improved correlation, but not by much- I don't know where these missing rings are. "
50527,CAGL,NA,core not measured,512,462.5,Carya glabra,6/23/2010,7/14/2010,,,0,"6/23/10, JM: tree hollow, retrieved as much core as possible."
50555,ULRU,rejected,incorrectly mounted  ,513,297.8,Ulmus rubra,10/19/2010,10/25/2010,11/3/2010,91,0,"10/29/10, JM: tree re-cored, original mounted incorrectly; 11/3/10, JM: 91 rings, 2009-1919."
50557,FAGR,included,,513,265.3,Fagus grandifolia,6/29/2010,7/15/2010,11/19/2010,55,0,"11/19/10, JM: 55 rings, 2009-1955. Around ring 29, odd scarring, almost looks like radial cells, then a break in the wood, and rings continue. I continued past ring 29, but there may be missing rings. "
50559,FAGR,included,,514,206.6,Fagus grandifolia,6/29/2010,7/14/2010,11/17/2010,55,0,"11/17/10, JM: 55 rings, 2009-1955."
50563,FAGR,included,,514,208.7,Fagus grandifolia,6/29/2010,7/14/2010,11/19/2010,56,0,"6/29/10, JM: tree inaccessible except from upslope near tag; 11/19/10, JM: 56 rings, 2009-1954. Wondering if core may be missing at the bark edge- odd shape, if not."
50575,NYSY,NA,core not measured,515,213.2,Nyssa sylvatica,6/29/2010,7/15/2010,,,0,
50652,FAGR,included,,514,175.2,Fagus grandifolia,6/29/2010,7/14/2010,11/17/2010,43,0,"11/17/10, JM: 43 rings, 2009-1967."
52010,FAGR,included,,517,161.4,Fagus grandifolia,6/29/2010,7/14/2010,11/18/2010,54,0,"11/18/10, JM: 54 rings, 2009-1956. I think ring 15 is a true ring, but following the vessel cells, it tends to curve a bit, and so looks irregular."
52028,ULRU,included,,517,153,Ulmus rubra,8/10/2010,8/26/2010,10/8/2010,82,0,"8/10/10, JM: may be a dead tree but looked healthy (healthy=not rotting stem), so I cored anyways; 10/8/10, JM: 82 rings, 2009-1928."
52052,TIAM,included,,518,196.1,Tilia americana,7/2/2010,7/14/2010,1/6/2011,60,0,"1/5/11, JM: 60 rings, 2009-1950. Scarring at the very center of core, at most missed one ring."
52064,CAGL,NA,core not measured,519,299,Carya glabra,7/2/2010,7/14/2010,,,0,
52111,QUAL,included,,520,494.6,Quercus alba,7/1/2010,7/14/2010,10/12/2010,114,0,"10/12/10, JM: 114 rings, 2009-1896."
52124,CATO,NA,core not measured,520,273.5,Carya tomentosa,7/1/2010,7/14/2010,,,0,
52130,FAGR,included,,520,161.7,Fagus grandifolia,7/1/2010,7/14/2010,11/17/2010,51,0,"11/17/10, JM: 51 rings, 2009-1959. Ring 19 boundary along a crack. I think there may be a false ring somewhere, but I didn't see any obvious ones."
52195,NYSY,NA,core not measured,522,242.8,Nyssa sylvatica,6/29/2010,7/14/2010,,,0,
52250,CAGL,NA,core not measured,524,590.5,Carya glabra,6/29/2010,7/14/2010,,,0,"6/29/10, MH: may have lost some of the core in the tree, spoon wasn't grabbing it."
52270,CAOVL,NA,core not measured,525,169.4,Carya ovalis,7/2/2010,7/14/2010,,,0,"7/2/10, JM: tree has two stems, chose Western-most stem."
52276,QUVE,included,,525,823.3,Quercus velutina,7/2/2010,7/14/2010,10/18/2010,121,0,"10/18/10, JM: 121 rings, 2009-1889."
52287,QURU,included,,526,633,Quercus rubra,3/8/2011,3/10/2011,3/30/2011,67,0,"3/30/11, JM: 67 rings, 2009-1943. "
52323,QUPR,included,,527,481,Quercus prinus,7/2/2010,7/14/2010,10/13/2010,104,0,"10/13/10, JM: 104 rings, 2009-1906."
52369,CATO,NA,core not measured,529,227.9,Carya tomentosa,7/2/2010,7/14/2010,,,0,
52388,LITU,included,very low correlation,530,251.1,Liriodendron tulipifera,7/2/2010,7/14/2010,11/4/2010,81,0,"11/4/10, JM: 81 rings, 2009-1929; 12/8/10, JM: a suggested shift of -1 in the last 15 rings, but I can't find it."
52403,QUVE,included,,530,757.1,Quercus velutina,7/2/2010,7/14/2010,10/21/2010,85,0,"10/21/10, JM: 85 rings, 2009-1925."
52462,QUPR,included,,532,363.1,Quercus prinus,7/6/2010,7/14/2010,10/20/2010,91,0,"10/20/10, JM: 91 rings, 2009-1919. Pith visible at end of the core."
60003,CACO,NA,core not measured,601,212,Carya cordiformis,6/23/2010,7/14/2010,,,0,
60016,QUAL,included,low correlation,601,502.1,Quercus alba,6/23/2010,7/14/2010,10/12/2010,90,0,"10/12/10, JM: 90 rings, 2009-1920. Ring 80 is on a backwards mounted piece of core."
60023,QUPR,included,"low correlation, possible missing ring",602,157.7,Quercus prinus,8/9/2010,8/25/2010,10/6/2010,83,0,"10/6/10, JM: 81 rings, 2009-1929; 11/30/10, JM: 83 rings, 2009-1921. Correlation improved with re-measure, but still fairly low."
60059,CAGL,included,,603,523.1,Carya glabra,6/15/2010,6/28/2010,9/13/2010,108,0,"9/13/10, JM: 108 rings, 2009-1902."
60060,QUAL,included,"cut off at 1930, there is a very large knott that distorts the measurements earlier than 1930",603,235.2,Quercus alba,6/15/2010,6/28/2010,9/13/2010,124,0,"9/13/10, JM: 125 rings, 2009-1885. Ring 7 is a partial, visible at the top of the core. Scarring around ring 81. Ring 80 and 81 visible at the bottom of the core; 12/1/10, JM: Cannot find this ring 7 anymore, removed it."
60078,QUAL,included,,604,575.9,Quercus alba,6/15/2010,7/12/2010,10/12/2010,114,0,"10/12/10, JM: 114 rings, 2009-1896."
60083,LITU,included,,604,187.3,Liriodendron tulipifera,6/15/2010,6/28/2010,8/24/2010,50,0,"8/24/10, JM: 50 rings, 2009-1960."
60086,FAGR,included,,605,170.5,Fagus grandifolia,6/15/2010,7/12/2010,8/24/2010,57,0,"8/24/10, JM: 57 rings, 2009-1953."
60110,CATO,NA,core not measured,605,278.3,Carya tomentosa,6/15/2010,6/30/2010,,,0,
60111,FAGR,included,,605,410.2,Fagus grandifolia,6/15/2010,7/6/2010,8/24/2010,87,0,"8/24/10, JM: 87 rings, 2009-1923; 12/13/10, JM: re-measured core, small improvement in correlation, but cannot find missing rings. ~ last 10 rings are on scarred wood, that's also where there is the lowest correlation. "
60116,QURU,included,,606,367.9,Quercus rubra,6/15/2010,7/6/2010,8/16/2010,75,0,"8/16/10, JM: 75 rings, 2009-1935."
60121,QUAL,included,,606,683.2,Quercus alba,6/15/2010,6/30/2010,10/13/2010,133,0,"10/13/10, JM: 133 rings, 2009-1877."
60124,CAOVL,included,very low correlation,606,303.3,Carya ovalis,6/15/2010,7/6/2010,10/1/2010,120,0,"10/1/10, JM: 120 rings, 2009-1890."
60125,LITU,included,low correlation,606,103,Liriodendron tulipifera,3/7/2011,3/10/2011,3/29/2011,80,0,"3/29/11, JM: 80 rings, 2009-1930; 8/10/11, JM: 79 rings, 2009-1931."
60129,FAGR,included,,606,146.8,Fagus grandifolia,3/7/2011,3/10/2011,3/30/2011,59,0,"3/30/11, JM: 59 rings, 2009-1951. First three rings on very crumbly, broken pieces of core. "
60130,LITU,rejected,"sudden very narrow rings followed by rotted core, sanded down too far to fix. Looks to be twisted and heavily manipulated. Low quality",606,161.1,Liriodendron tulipifera,6/15/2010,7/6/2010,8/24/2010,66,0,"8/24/10, JM: 66 rings, 2009-1944. Ring 30 is false, the large cells make it appear like a true ring, but it is incomplete; 12/9/10, JM: somewhere between 1960-70, there are a suggested two additional rings, however I cannot find them, so accept low correlation."
60135,FAGR,NA,core not measured,607,121.9,Fagus grandifolia,3/7/2011,3/10/2011,,,,
60143,QURU,included,"added +1, final year is 2010 not 2009 (it is a partial ring)",607,267.6,Quercus rubra,6/15/2010,6/30/2010,8/17/2010,86,0,"8/17/10, JM: 87 rings, 2009-1923. Ring 11 does not have the vessel cells as an indicator, smallest QURU ring I have seen so far, but it is a complete ring; 12/15/10, JM: 86 rings, 2009-1924. Based on the recommended 1 shift, and the lack of vessel cells, now say it is a false ring."
60145,FAGR,included,,607,205.2,Fagus grandifolia,6/15/2010,7/11/2010,9/10/2010,39,0,"9/10/10, JM: 39 rings, 2009-1971."
60160,CATO,NA,core not measured,608,165,Carya tomentosa,6/15/2010,7/12/2010,,,0,"7/12/10, JM: end of core rotten, pieced together as well as possible."
60161,QUPR,included,,608,845.9,Quercus prinus,10/19/2010,10/25/2010,10/29/2010,133,0,"10/29/10, JM: 133 rings, 2009-1877. Tree recored because it was mounted improperly."
60172,CAGL,included,,609,254.6,Carya glabra,6/16/2010,7/7/2010,10/1/2010,135,0,"10/1/10, JM: 135 rings, 2009-1875. Cannot distinguish cells in the first section of core, may be missing rings."
60187,QUPR,included,,609,592.3,Quercus prinus,6/16/2010,7/6/2010,10/13/2010,94,0,"6/16/10, DC: may have missed the center, cored at slightly off center angle; 10/13/10, JM: 94 rings, 2009-1916."
60210,QUAL,included,,601,217.9,Quercus alba,6/23/2010,7/14/2010,10/12/2010,90,0,"10/12/10, JM: 90 rings, 2009-1920; 11/8/10, JM: re-measured core, but did nothing to improve correlation. No obvious false/missing rings or mis-measurements."
60252,CAGL,included,"(-1, last year measured is actually 2008. added 4 missing rings",604,188.7,Carya glabra,6/15/2010,6/28/2010,10/1/2010,125,0,"10/1/10, JM: 125 rings, 2009-1885."
60266,CATO,NA,core not measured,604,484.7,Carya tomentosa,6/15/2010,6/30/2010,,,0,
60275,NYSY,NA,core not measured,604,171.5,Nyssa sylvatica,6/15/2010,7/7/2010,,,0,
60287,LITU,included,,605,434.3,Liriodendron tulipifera,6/15/2010,6/24/2010,8/24/2010,63,0,"8/24/10, JM: 63 rings, 2009-1947."
60295,FAGR,included,,605,109.6,Fagus grandifolia,3/7/2011,3/10/2011,4/7/2011,48,0,"4/7/11, JM: 53 rings, 2009-1957. First 4 rings on broken pieces of core; 6/9/11, JM: 48 rings, 2009-1962. Not as many rings in the broken pieces as I originally thought?"
60315,QUAL,included,,606,524.8,Quercus alba,6/15/2010,7/1/2010,9/9/2010,78,0,"9/9/10, JM: 78 rings, 2009-1932."
60327,QUPR,rejected,"rotten core, very low quality",607,462.8,Quercus prinus,6/15/2010,6/30/2010,9/9/2010,48,0,"6/15/10, CL: rotten core, stopped boring. 9/9/10, JM: 63 rings, 2009-1947. The last 15 rings were on rough wood I couldn't sand anymore, and so may be inaccurate number of rings; 11/30/10, JM: 48 rings, 2009-1962. Last 15 rings messing up correlation, removed them from analysis."
60331,QUAL,included,,607,427.1,Quercus alba,6/15/2010,6/30/2010,9/10/2010,121,0,"9/10/10, JM: 120 rings, 2009-1890; 11/9/10, JM: 121 rings, 2009-1889. Improve correlation, still off, but I think it has to do with small segments of rings."
60333,QUPR,included,,607,385.1,Quercus prinus,,,,84,0,
60339,FAGR,included,,607,157.3,Fagus grandifolia,6/15/2010,7/7/2010,9/1/2010,46,0,"9/1/10, JM: 46 rings, 2009-1964."
60345,QURU,included,,608,214.2,Quercus rubra,6/15/2010,6/30/2010,8/17/2010,76,0,"8/17/10, JM: 76 rings, 2009-1934."
60348,QUPR,included,,608,481.4,Quercus prinus,6/15/2010,6/30/2010,9/1/2010,120,0,"9/1/10, JM: 120 rings, 2009-1890; 11/16/10, JM: R not responding to core!"
60349,CATO,NA,core not measured,608,257.2,Carya tomentosa,6/15/2010,6/30/2010,,,0,
60353,QURU,included,low correlation,608,396.8,Quercus rubra,6/15/2010,7/6/2010,8/17/2010,116,0,"8/17/10, JM: 116 rings, 2009-1894."
60358,CAOVL,included,low correlation,608,236.6,Carya ovalis,6/15/2010,7/6/2010,9/28/2010,123,0,"9/28/10, JM: 120 rings, 2009-1887."
60377,QUAL,included,,609,430.9,Quercus alba,6/16/2010,7/7/2010,9/9/2010,115,0,"9/9/10, JM: 115 rings, 2009-1895; 10/27/10, JM: re-measured, years between 1949-35 flagged for an added ring. Core still flagged with ""A""."
60386,CAGL,included,,609,262.4,Carya glabra,6/16/2010,7/6/2010,9/13/2010,106,0,"6/16/10, DC: no tag, but pretty certain its the correct tree based on sp, location, and dbh; 9/13/10, JM: 106 rings, 2009-1904."
60414,QURU,NA,core not measured,611,912,Quercus rubra,3/8/2011,3/10/2011,,,,
60426,FAGR,included,,612,282.7,Fagus grandifolia,6/23/2010,7/14/2010,11/16/2010,56,0,"11/16/10, JM: 56 rings, 2009-1954."
60431,CACO,NA,core not measured,612,189.3,Carya cordiformis,6/23/2010,7/14/2010,,,0,
60449,ACRU,included,,614,156.3,Acer rubrum,6/30/2010,7/14/2010,12/30/2010,28,0,"6/30/10, HB: cored until hit rotted section at approx. 10 cm; 12/30/10, JM: 28 rings, 2009-1982."
60467,FAGR,included,,615,153.6,Fagus grandifolia,6/29/2010,7/16/2010,11/19/2010,48,0,"11/19/10, JM: 48 rings, 2009-1951. First part of core twisted, unsure of how many rings are in this section."
60486,FAGR,included,,616,152.8,Fagus grandifolia,6/29/2010,7/16/2010,11/19/2010,61,0,"11/19/10, JM: 61 rings, 2009-1949. first piece of core mounted incorrectly-however, I don't think I'm missing any rings; 12/13/10, JM: re-measured, improved correlation."
60487,TIAM,NA,core not measured,616,208.9,Tilia americana,6/29/2010,7/14/2010,,,0,
60522,QURU,included,,611,285.2,Quercus rubra,6/23/2010,7/14/2010,10/19/2010,88,0,"10/19/10, JM: 88 rings, 2009-1922."
60549,QUVE,included,,613,395.1,Quercus velutina,6/30/2010,7/14/2010,10/21/2010,52,0,"10/20/10, JM: 51 rings, 2009-1959. First section of core doesn't look like a Quercus- maybe a LITU? Did not include it in measurement. Ring 51 is a large scarred section, which means there may be be more rings in core than measured. Center of ring visible right past the scarred section; 12/15/10, JM: 52 rings, 2009-1958. Suggested shift of -1 applied because core was broken on bark end, missing ring possible."
60550,QURU,included,"added +1, final year is 2010 not 2009 (it is a partial ring)",613,514.5,Quercus rubra,8/2/2010,8/2/2010,9/17/2010,84,1,"9/17/10, JM: 84 rings, 2009-1926; 10/21/10, JM: Tree cored twice."
60555,ACRU,included,,613,285.3,Acer rubrum,6/30/2010,7/14/2010,12/30/2010,54,0,"6/30/10, HB: cored until hit rotted section at approx. 15 cm. Attempted to core three times; 12/30/10, JM: 54 rings, 2009-1956."
60560,ULRU,included,very low correlation,614,278.1,Ulmus rubra,6/30/2010,7/14/2010,1/21/2011,95,0,"1/21/11, JM: 95 rings, 2009-1915."
60588,CACO,NA,core not measured,615,284.7,Carya cordiformis,6/30/2010,7/14/2010,,,0,
60596,FAGR,included,,616,176.9,Fagus grandifolia,6/29/2010,7/16/2010,11/19/2010,29,0,"11/19/10, JM: 29 rings, 2009-1981. I think the second piece of core is flipped the wrong direction."
62007,QUVE,included,,617,354.3,Quercus velutina,6/29/2010,7/14/2010,10/20/2010,95,0,"10/20/10, JM: Scarring in ring 88, possibly are more rings not accounted for. Last 25 rings are on scarred wood, and so ring boundaries are best estimates, they may not be accurate."
62019,QURU,included,,617,695.6,Quercus rubra,6/29/2010,7/14/2010,10/19/2010,47,0,"10/19/10, JM: 47 rings, 2009-1963."
62139,CAOVL,NA,core not measured,620,203.9,Carya ovalis,6/29/2010,7/14/2010,,,0,
62144,LITU,included,(remove 1911 - 1929),620,724,Liriodendron tulipifera,6/29/2010,7/14/2010,11/10/2010,99,0,"11/10/10, JM: 99 rings, 2009-1911. First 10 rings possibly on twisted piece of core? A little challenging to see ring boundaries."
