"Date","Observer.name","Stake","Plot","Fence","Tag","SpCode","Height.cm","Notes","X","Y","perc.leaf","Invasive1","perc.Invasive1","X.1","X.2","X.3","X.4","X.5","Invasive2","perc.Invasive2","Invasive3","perc.Invasive3","Invasive4"
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1616","vitis",NA,"TR, D",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1728","ceca",47.2,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1715","loja",37,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1719","paqu",13.9,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1720","fram",8.1,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1721","loja",20.5,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1722","ulru",46.1,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1723","paqu",16,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1724","paqu",NA,"TR, D",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1725","ulru",10.4,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1726","paqu",16,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1727","paqu",19,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1729","ceca",120,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1730","ceca",10.1,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1731","loja",75,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1732","paqu",60,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1733","paqu",23,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1734","loja",53,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1735","loja",19,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1736","paqu",NA,"TR, D",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1737","paqu",22,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1738","fram",NA,"TR, D",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1739","litu",43,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1741","loja",94,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1740","fram",NA,"TR, D",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1742","fram",NA,"TR, D",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1743","paqu",16,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1744","quru",18.6,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1745","paqu",26,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1746","loja",NA,"TR, D",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1747","paqu",20.3,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1749","paqu",NA,"TR, D",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1750","fram",13.1,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1751","loja",28,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1752","fram",NA,"TR, D",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"1754","fram",10.7,"",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"","litu",3.9,"New 2012",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"","fram",6.3,"New 2012",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"","litu",7.1,"New 2012",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"","fram",9,"New 2012",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"","fram",9.1,"New 2012",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"","quru",9.5,"New 2012",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"","fram",12,"New 2012",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/13/2012","Homan, Gonzalez",504,"West",TRUE,"","fram",10.2,"New 2012",NA,NA,65,"loja",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"1543","amar",17.1,"MISS ID 2011",0.13,0.08,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"1545","fram",5.4,"TR",0.25,0.83,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"1546","fram",NA,"NOT, NOP",NA,NA,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"1547","fram",8.7,"TR",0.41,0.85,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"1548","fram",8.5,"TR",0.57,0.87,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"1550","fram",NA,"NOT, NOP",NA,NA,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"1551","fram",16,"",0.7,0.48,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"1552","fram",9,"",0.61,0.6,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"1553","fram",NA,"NOT, NOP",NA,NA,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"1554","caca",22,"",0.57,0.35,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"1555","fram",8.1,"2 cotyl",0.78,0.12,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"1556","ceca",12.6,"",0.41,0,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"1557","fram",8.4,"",0.48,0.09,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"1558","caca",31.2,"",0.58,0.96,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"1559","cago",13.8,"",0.22,0.41,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"6714","quru",21.5,"",0.88,0.6,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"","fram",6.6,"New 2012",0.6,0.48,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"","fram",6.9,"New 2012",0.26,0.8,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"","fram",8.8,"New 2012",0.41,0.86,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"East",TRUE,"","fram",7.9,"New 2012",0.58,0.88,85,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"1562","caca",12.8,"",0.62,0.69,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"1563","caca",NA,"NOT, NOP",NA,NA,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"1564","fram",7.6,"",0.67,0.65,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"1566","fram",8.3,"",0.96,0.48,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"1568","fram",NA,"NOT, NOP",NA,NA,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"1569","fram",NA,"NOT, NOP",NA,NA,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"1570","havi",16.5,"",0.34,0.38,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"1572","fram",NA,"NOT, NOP",NA,NA,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"1573","fram",NA,"NOT, NOP",NA,NA,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"1574","fram",NA,"TR, D",NA,NA,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"6592","qupr",14.5,"",0.48,0.6,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"","fram",7,"New 2012",0.2,0.7,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"","acru",4.5,"New 2012",0.86,0.31,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"","libe",8.1,"New 2012",0.76,0.33,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"","prse",8.1,"New 2012",1,0,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"","fram",10,"possibly 1561, tag not found",0.76,0.87,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"1565","fram",10.2,"possibly 1565, tag not found",0.86,0.43,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"South",TRUE,"","fram",8.4,"possibly 1571, tag not found",0.31,0.35,98,"beth",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1575","fram",NA,"TR, D",NA,NA,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1576","fram",NA,"NOT, NOP",NA,NA,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1577","havi",21.3,"",0.79,0.79,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1578","fram",NA,"TR, D",NA,NA,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1579","fram",8.5,"",0.72,0.93,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1583","fram",NA,"TR, D",NA,NA,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1584","fram",9.6,"",0.05,0.93,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1585","fram",12.5,"",0.01,0.73,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1587","fram",NA,"TR, D",NA,NA,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1588","fram",NA,"TR, D",NA,NA,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1589","fram",NA,"TR, D",NA,NA,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1590","fram",10.2,"TR",0.88,0.47,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1591","fram",NA,"NOT, NOP",NA,NA,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1592","fram",10.3,"",0.98,0.23,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1593","fram",13.2,"",0.74,0.08,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1595","havi",25,"",0.39,0.24,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1596","fram",NA,"NOT, NOP",NA,NA,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"1597","fram",NA,"NOT, NOP",NA,NA,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"6572","quru",25,"",0.61,0.37,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"","fram",9.1,"New 2012",0.89,0.41,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"","fram",8.4,"New 2012",0.2,0.44,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"","fram",10.1,"New 2012",0.91,0.42,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"","acru",6.9,"New 2012",0.92,0.02,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"","fram",9.4,"possibly 1590, tag not found",0.89,0.41,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2012","Gonzalez, Homan",507,"West",TRUE,"","fram",6.6,"possibly 1594, tag not found",0.59,0.04,95,"",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"3222","caca",11.8,"",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"3900","loja",18.9,"",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"3901","fram",9.2,"",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"3904","fram",NA,"TR, D",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"3910","fram",NA,"TR, D",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"3911","libe",36.2,"",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"3917","fram",18.4,"TR",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"3918","fram",NA,"TR, D",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"3919","fram",13.2,"",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"3920","fram",NA,"TR, D",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"3923","fram",8.5,"",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"3924","fram",NA,"TR, D",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"3928","fram",5.5,"TR",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"3930","fram",NA,"TR, D",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"","vitis",3.2,"New 2012",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"","paqu",6.4,"New 2012",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"East",FALSE,"","fram",7.4,"New 2012",NA,NA,5,"loja",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"2768","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"2769","caca",12.6,"",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"2770","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"2771","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"2772","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"2774","libe",29,"",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"2776","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"2777","fram",5.9,"",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3945","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3931","fram",11,"",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3933","caca",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3935","fram",13.1,"",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3937","caca",9.2,"",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3940","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3943","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3947","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3948","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3949","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3950","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3952","fram",8.4,"",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3953","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3954","fram",7.3,"",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3955","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3956","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3957","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3960","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3961","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3963","fram",14.2,"",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3965","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3967","acru",10.6,"",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3968","fram",9.6,"",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3970","fram",10.9,"",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/20/2012","Gonzalez, Homan",512,"South",FALSE,"3971","fram",NA,"TR, D",NA,NA,5,"mivi, ceor",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
