Census date,Observer Name,Stake,Plot,%L ,%Invas,InvSp,PlotInfo.PlotID,Note,Fence,Tag,2010 Tag,SpCode,Height.cm,#leaves,Notes,,,
6/28/2011,"Jenny,Lorien,Natalia",707,East,55,0,,0707East,,TRUE,6692,,qupr,10.5,3,new tag-individual,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,71,,fram,37,9,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,72,,havi,99.5,50,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,73,,fram,8.7,2,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,74,,havi,14.5,2,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,75,,acru,29.7,8,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,76,,fram,87.7,6,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,77,,acru,13,4,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,78,,havi,38,10,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,79,,fram,6.5,4,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,80,,acru,22,8,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,81,,havi,194,50,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,82,,havi,33.5,6,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,83,,paqu,14,2,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,85,,havi,72.7,22,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,86,,havi,37.5,11,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,87,,fram,16.5,2,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,88,,vitis,8,3,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,89,,fram,16.8,4,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,91,,prse,20.6,11,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,92,,fram,6.5,2,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,93,,ceca,9,3,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,94,,fram,9.8,2,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,95,,qupr,13.7,4,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,97,,tora,5.9,4,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,98,,qupr,9.2,4,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,99,,fram,9.7,2,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,101,,fram,24.9,6,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,102,,fram,8.1,2,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,6719,,prse,29.1,24,new tag-individual,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,6720,,qupr,14.6,3,new tag-individual,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,blank-2011,,acru,3,1,2 cotyl,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,blank-2011,,caca,5.4,1,2 cotyl,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,blank-2011,,fram,6,2,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,blank-2011,,fram,3.5,2,2 cotyl,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,blank-2011,,litu,4.3,2,2 cotyl,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,blank-2011,,litu,2.5,2,2 cotyl,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,blank-2011,,qupr,4.7,3,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,blank-2011,,qupr,9,2,,,,
6/28/2011,"Jenny,Natalia,Lorien",707,South,80,0,,0707South,,TRUE,blank-2011,,tora,0.5,1,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,103,,paqu,18.2,2,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,104,,paqu,15.3,2,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,105,,paqu,6.5,2,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,106,,caca,8.8,3,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,107,,qupr,10,3,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,108,,paqu,21.4,2,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,109,,havi,15,3,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,110,,havi,27,9,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,111,,paqu,8.5,2,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,112,,paqu,13.5,2,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,113,,fram,38.1,9,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,114,,paqu,6.3,2,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,115,,fram,8.4,1,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,116,,havi,15.1,2,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,119,,paqu,18.9,4,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,120,,paqu,21.5,2,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,121,,fram,24.9,4,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,122,,havi,44,16,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,123,,fram,57.5,12,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,125,,fram,18.6,4,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,126,,fram,18.6,4,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,128,,acne,11.2,3,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,129,,fram,13.5,4,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,130,,fram,6.5,3,,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,blank-2011,,fram,3.2,2,2 cotyl,,,
6/28/2011,"Norm,Tyler",707,West,60,0,,0707West,,TRUE,blank-2011,,qupr,7.2,3,,,,
6/28/2011,"Jenny,Natalia",710,East,60,0,,0710East,,TRUE,428,,quru,31.3,4,,,,
6/28/2011,"Jenny,Natalia",710,East,60,0,,0710East,,TRUE,blank-2011,,caca,5.4,4,,,,
6/28/2011,"Norm,Tyler",710,South,40,0,,0710South,,TRUE,433,,fram,8.3,2,,,,
6/28/2011,"Norm,Tyler",710,South,40,0,,0710South,,TRUE,434,,fram,10.3,2,,,,
6/28/2011,"Norm,Tyler",710,South,40,0,,0710South,,TRUE,435,,fram,7.9,0,"no leaves, buried under litter",,,
6/28/2011,"Norm,Tyler",710,South,40,0,,0710South,,TRUE,436,,fram,9.2,2,,,,
6/28/2011,"Norm,Tyler",710,South,40,0,,0710South,,TRUE,437,,caca,92.5,50,,,,
6/28/2011,"Norm,Tyler",710,South,40,0,,0710South,,TRUE,439,,caca,5.1,0,"no leaves, under litter, possibly dead",,,
6/28/2011,"Norm,Tyler",710,South,40,0,,0710South,,TRUE,6565,,caco,10,1,new tag-individual,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,441,,caca,34.9,34,,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,442,,caca,6.6,3,,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,443,,caca,93.3,50,,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,444,,fram,29.4,4,,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,446,,cofl,42.2,16,,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,447,,cofl,27,2,,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,448,,cofl,9.7,6,,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,449,,fram,10.7,2,,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,450,,fram,9.8,2,,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,452,,fram,6,2,,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,453,,caco,4.8,1,,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,454,,fram,7.5,2,,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,455,,vitis,5.3,3,,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,3088,,caca,22.5,14,new tag-individual,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,blank-2011,,fram,7.1,2,,,,
6/28/2011,"Jenny,Natalia",710,West,60,0,,0710West,,TRUE,blank-2011,,fram,5.2,2,2 cotyl,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,6543,,fram,14.6,7,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,6544,,prse,5,3,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,6545,,prse,10.3,6,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,6548,,casp,9.5,6,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,6549,,casp,7.8,2,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,6550,,cagl,12.4,6,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,6551,,fram,10.5,4,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,6569,,syor,11,50,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,fram,6.2,4,2 cotyl,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,fram,5.1,2,2 cotyl,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,litu,3.3,2,2 cotyl,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,litu,2.3,3,2 cotyl,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,paqu,5,2,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,quve,8,2,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,4.8,44,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,3.3,5,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,3.1,5,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,3.5,6,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,3,20,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,6.5,12,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,3.5,6,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,2,5,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,2.7,4,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,7.2,12,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,2.3,6,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,5.3,2,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,1.5,4,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,1.7,8,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,2.1,8,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,6.7,7,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,4.1,10,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,5,10,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,1.9,6,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,3,5,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,2,6,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,2,6,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,1,4,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,2.1,4,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,3,4,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,3.5,6,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,2.5,8,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,2,6,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,2,6,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,3,4,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,syor,4.5,12,,,,
7/8/2011,"Norm,Caroline",727,East,25,0,,0727East,,FALSE,blank-2011,,vitis,4.5,2,1 cotyl,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6552,,paqu,8.1,1,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6554,,syor,16.4,24,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6556,,syor,12.1,21,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6560,,syor,15,45,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6563,,syor,10,6,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6874,,syor,15,8,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6881,,syor,26.7,9,new tag-individual,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6889,,syor,10.1,10,new tag-individual,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6899,,fram,13.2,4,new tag-individual,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6902,,syor,14,31,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6903,,syor,15.5,51,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6904,,syor,18.3,19,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6905,,syor,17,9,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6906,,syor,11,7,reattached,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6907,,syor,11.3,4,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6908,,syor,13.2,8,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6911,,syor,18.8,8,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6912,,syor,15.5,50,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6913,,ceca,7.4,2,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6914,,syor,12.1,22,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6915,,fram,13.5,4,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6916,,vitis,6,3,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6918,,syor,13.1,50,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,6919,,syor,9.9,22,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,litu,3,2,2 cotyl,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,litu,2.5,3,2 cotyl,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,litu,3.3,3,2 cotyl,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,litu,2.5,2,2 cotyl,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,litu,3,4,2 cotyl,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,paqu,3.8,1,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,paqu,2.5,1,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,paqu,3,3,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,rusp,6.1,7,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,syor,2.7,8,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,syor,3,6,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,syor,4.1,7,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,syor,5.3,6,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,syor,8.5,7,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,syor,9.9,4,,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,vitis,4.5,2,2 cotyl,,,
7/8/2011,"Norm,Caroline",727,South,30,<5,mivi,0727South,,FALSE,blank-2011,,vitis,6.1,3,,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,6890,,paqu,12.2,2,new tag-individual,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,6922,,acru,4.2,4,,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,6923,,fram,12.7,4,,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,blank-2011,,fram,7.2,2,,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,blank-2011,,litu,3.5,2,1 cotyl,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,blank-2011,,litu,4.9,2,2 cotyl,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,blank-2011,,litu,4,3,2 cotyl,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,blank-2011,,litu,3.1,3,2 cotyl,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,blank-2011,,litu,3.8,2,2 cotyl,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,blank-2011,,paqu,6.5,1,,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,blank-2011,,paqu,5.8,1,,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,blank-2011,,syor,4.7,18,,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,blank-2011,,syor,3.8,8,,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,blank-2011,,syor,2.6,6,,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,blank-2011,,syor,7.8,6,,,,
7/8/2011,"Norm,Caroline",727,West,15,<5,mivi,0727West,,FALSE,blank-2011,,vitis,3,4,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6366,,fram,13.5,2,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6368,,libe,35,49,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6369,,fram,15.5,6,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6370,,fram,10.5,2,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6371,,fram,31,29,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6372,,fram,9.5,4,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6373,,fram,7,2,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6377,,fram,24,5,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6378,,fram,18.5,9,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6380,,vitis,8.5,4,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6381,,libe,6,3,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6382,,rusp,12.1,3,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6383,,vitis,7.2,4,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6384,,fram,11,2,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6386,,prse,17,2,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6388,,fram,6.6,2,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6389,,fram,16.6,6,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6391,,ruoc,52.5,24,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6394,,vitis,4.7,3,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6395,,fram,5.1,2,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6398,,fram,14,11,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6399,,fram,8,4,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6400,,fram,11.9,2,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6566,,ruoc,13,2,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6601,,fram,14,3,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6602,,fram,14,3,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6604,,fram,5.5,3,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,6607,,fram,10.5,4,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,7374,,fram,15,4,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,blank-2011,,fram,5,2,1 cotyl,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,blank-2011,,fram,6.5,4,1 cotyl,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,blank-2011,,fram,6,2,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,blank-2011,,fram,7,3,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,blank-2011,,fram,6.7,2,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,blank-2011,,fram,7.5,4,2 cotyl,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,blank-2011,,fram,8.5,2,2 cotyl,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,blank-2011,,fram,5,2,2 cotyl,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,blank-2011,,fram,2.5,1,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,blank-2011,,paqu,9,1,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,blank-2011,,paqu,0.5,1,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,blank-2011,,vitis,7,3,,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,blank-2011,,vitis,4.4,2,2 cotyl,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,blank-2011,,vitis,6.6,2,2 cotyl,,,
6/30/2011,"Jenny,Tre",802,East,30,5,"alpe, mivi",0802East,,FALSE,blank-2011,,vitis,5,2,2 cotyl,,,
