Census date,Observer name,Stake,Plot,Fence,Tag #,SpCode,Height 2012,Notes 2012,Height.cm 2014,Notes 2014,x,y,%L,Invasive1,%invasive1,Invasive2,%invasive2,Invasive3,%invasive3,Invasive4,%invasive4
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6384,fram,11.5,,NA,"D, TR",NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6385,fram,NA,,NA,NN,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6386,prse,NA,,NA,NN,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6387,fram,18.5,,NA,NN,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6388,fram,NA,"TR, D",NA,dead in 2012,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6389,fram,NA,,19,,0.15,0.05,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6390,fram,NA,,NA,NN,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6391,ruoc,NA,"TR, D",NA,dead in 2012,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6392,fram,NA,,NA,NN,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6393,fram,NA,,NA,NN,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6394,vitis,NA,"TR, D",NA,dead in 2012,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6395,fram,NA,"TR, D",NA,dead in 2012,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6396,fram,11.5,,14,,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6397,vitis,5.2,,8,,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6398,fram,15.8,,17.5,,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6399,fram,NA,"TR, D",NA,dead in 2012,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6400,fram,16.5,,18,,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6566,ruoc,NA,,NA,NN,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6601,fram,15.2,,18,,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6602,fram,17.2,,16,,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6603,fram,NA,,NA,"D, TR",NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6604,fram,5.5,,11,,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6605,vitis,NA,,NA,NN,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6606,fram,NA,,NA,NN,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6607,fram,NA,"TR, D",NA,dead in 2012,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,7374,fram,NA,,NA,NN,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,2638-00,vitis,NA,,10,New 2014,0.15,0.25,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,3182-00,paqu,NA,,11,"New 2014, leaves mostly eaten, i.d. not sure",0.60,0.40,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,4094-00,vitis,NA,,12,New 2014,0.70,0.30,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,4111-00,ceoc,NA,,11,New 2014,0.60,0.40,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,5590-00,fram,13.8,,10,,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,5702-00,unk,NA,,8,New 2014,0.05,0.60,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6466-00,vitis,NA,,12,New 2014,0.70,0.10,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6479-00,fram,10.2,,11,,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,6528-00,vitis,7.5,New 2012,12,,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,vitis,6.2,New 2012,9,,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,ceca,6.2,"New 2012, 2 cotyl",NA,NF,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,paqu,12.5,,NA,NF,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,fram,6.5,New 2012,8,,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,vitis,7.2,New 2012,9,,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,vitis,7.4,New 2012,6.5,,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,vitis,8.5,New 2012,9.5,,NA,NA,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,litu,NA,,7,New 2014,0.20,0.20,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,acru,NA,,5,New 2014,0.10,0.20,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,litu,NA,,7,New 2014,0.25,0.25,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,litu,NA,,6,New 2014,0.25,0.30,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,vitis,NA,,8,New 2014,0.60,0.20,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,ceca,NA,,5,New 2014,0.80,0.40,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,litu,NA,,5,New 2014,0.20,0.30,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,vitis,NA,,6,New 2014,0.00,0.45,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,litu,NA,,4,New 2014,0.20,0.95,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,litu,NA,,3,New 2014,0.30,1.00,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,East,FALSE,,litu,NA,,6,New 2014,0.45,0.15,75,alpe,1,None,0,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6567,saal,40.2,,61,top looks dead,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6568,saal,NA,,25,tag re-attached,0.60,0.95,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6599,loja,27.0,same as 6623 (TR),31,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6608,loja,NA,,29,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6609,ulru,18.5,,20,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6610,loja,37.2,,43,tag re-attached to healthy shoot,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6611,qusp,22.5,,NA,"D, TR",NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6612,loja,NA,"TR, D",NA,dead in 2012,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6613,saal,49.2,,29,tag re-attached,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6614,saal,24.8,,55,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6615,fram,16.0,,19.5,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6616,saal,35.2,,16,top looks dead,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6617,fram,16.1,,24,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6618,vitis,NA,"TR, D",NA,dead in 2012,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6619,ceca,13.5,,NA,"D, TR",NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6620,loja,117.0,,42,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6621,ruoc,NA,"TR, D",NA,dead in 2012,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6622,fram,11.0,,15,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6623,loja,NA,,NA,NN,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6624,loja,NA,,NA,NN,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6625,fram,NA,,NA,NN,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6626,loja,NA,"TR, D",NA,dead in 2012,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6627,vitis,NA,"TR, D",NA,dead in 2012,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6628,rusp,NA,"TR, D",NA,dead in 2012,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6629,loja,NA,,NA,NN,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6630,fram,NA,,NA,"D, TR",NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6631,fram,NA,,16,,0.40,0.50,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6632,loja,NA,,58,,0.30,0.40,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6633,loja,47.0,,21,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6634,fram,8.7,,13,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6635,fram,12.1,,15,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6636,rusp,NA,"TR, D",NA,dead in 2012,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6637,ceca,17.4,,NA,"D, TR",NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6638,fram,NA,,16,,0.05,0.25,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6639,loja,NA,"TR, D",NA,dead in 2012,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6640,ceca,9.5,,NA,"D, TR",NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6641,fram,20.5,,NA,"D, TR",NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6642,loja,NA,"TR, D",NA,dead in 2012,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6643,loja,36.0,,30,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6644,loja,29.0,,NA,"D, TR",NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6645,loja,21.0,same as 6639 (TR),NA,"D, TR",NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6646,loja,22.5,same as 6642 (TR),NA,"D, TR",NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6647,fram,NA,"TR, D",NA,dead in 2012,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6648,loja,33.0,,29,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6649,fram,11.2,,17.5,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6650,loja,NA,"TR, D",NA,dead in 2012,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6651,loja,23.0,,21,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6652,saal,NA,,NA,NN,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6653,fram,NA,,NA,"D, TR",NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6654,prav,17.9,,18,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,1927-00,loja,NA,,42,New 2014,0.50,0.55,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,249-00,saal,38.5,,85,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,3317-00,saal,18.0,,36,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,380-00,rusp,NA,,47,New 2014,0.50,0.50,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,4264-00,libe,NA,,26,New 2014,0.40,0.20,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,4353-00,saal,NA,,30,New 2014,0.50,0.55,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,605-00,fram,NA,,13,New 2014,0.30,0.50,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,608-00,fram,11.2,,18,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,661-00,libe,6.2,New 2012,16,,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6647-00,caco,NA,,18.5,New 2014,0.95,0.90,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,6694-00,fram,NA,,15,New 2014,0.40,0.25,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,,prse,14.3,,NA,NF,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,,loja,73.0,,NA,is part of 6632,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,,vitis,7.5,New 2012,NA,NF,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,South,FALSE,,vitis,8.6,New 2012,NA,NF,NA,NA,70,alpe,2, loja,5,None,0,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6655,rusp,65.0,,40,,0.7,0.2,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6656,loja,31.0,,28,,0.7,0.2,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6657,prsp,NA,,NA,"D, TR",NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6658,paqu,NA,,NA,NN,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6659,loja,20.0,,38,tag lost,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6660,paqu,10.4,,21,tag lost,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6661,fram,13.0,,NA,"D, TR",NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6662,fram,NA,"TR, D",NA,dead in 2012,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6663,rusp,77.0,,95,tag lost,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6664,fram,11.2,,NA,"D, TR",NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6665,libe,18.5,,13,mis-identified as fram in 2012,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6666,fram,NA,,NA,NN,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6667,libe,14.2,,NA,NN,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6668,fram,NA,"TR, D",NA,dead in 2012,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6669,fram,19.0,same as 6668 (TR),26,,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6670,fram,7.2,,NA,"D, TR",NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6671,fram,NA,"TR, D",NA,dead in 2012,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6672,rusp,72.0,,13,"tag lost, broken",NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6673,fram,12.1,,11,,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6674,fram,16.5,,NA,"D, TR",NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6675,fram,14.4,,12,,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6676,fram,25.4,,25,,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6678,fram,NA,,NA,"D, TR",NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6679,fram,7.5,,11,looks dead,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6681,acru,14.0,,NA,"D, TR",NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6682,unk,NA,,NA,NN,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6683,fram,11.1,,20,tag re-attached,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6684,fram,11.5,,NA,NN,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6685,fram,NA,,NA,"D, TR",NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6686,ceca,10.8,,NA,"D, TR",NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6687,fram,26.2,,25,,0.95,1.00,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6688,fram,22.5,,22,,0.85,1.00,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6689,fram,11.5,,10,,0.8,0.2,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6690,fram,NA,,NA,NN,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6704,libe,37.4,,36,,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6705,loja,24.0,,NA,NN,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6706,loja,34.0,,NA,NN,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6707,caco,13.2,,13,"tag lost, broken",NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6708,ruph,NA,"TR, D",NA,dead in 2012,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6709,rusp,17.2,,28,tag lost,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6710,vitis,NA,"TR, D",NA,dead in 2012,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6711,rusp,41.0,,42,,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6712,paqu,NA,"TR, D",NA,dead in 2012,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,6713,libe,10.2,,10,,0.5,0.7,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,1043-00,fram,23.2,,30,,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,1409-00,litu,NA,,9,New 2014,0.50,0.30,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,1707-00,libe,NA,,18,New 2014,0.50,0.70,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,2428-00,fram,8.1,New 2012,15.5,,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,2481-00,fram,10.5,,17.5,,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,2539-00,paqu,54.0,,18,,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,2971-00,rusp,NA,,21,New 2014,0.60,0.95,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,4254-00,fram,13.4,,20,,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,427-00,litu,6.5,New 2012,10,,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,763-00,loja,40.0,,42,,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,,acru,3.9,New 2012,NA,NF,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,,litu,5.5,New 2012,NA,NF,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,,acru,5.5,New 2012,NA,NF,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,,vitis,5.5,New 2012,NA,NF,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,,fram,6.3,New 2012,NA,NF,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,,fram,6.4,New 2012,10,not tagged b/c small,0.65,0.45,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,,vitis,11.5,,NA,NF,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,,ceca,6.5,New 2012,9,,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,,fram,7.2,New 2012,NA,NF,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
7/21/2014,"Lewis A, Lavelle",802,West,FALSE,,litu,7.2,"New 2012, 2 cotyl",NA,NF,NA,NA,60,alpe,1, rusp,10, mivi,2,None,0
